,city,state,year,month,day,hour,minute,converted_timestamp
50356,Bend,OR,2016,10,14,17,48,2016-10-14 17:48:00
50357,Lithia,FL,2016,10,14,18,0,2016-10-14 18:00:00
50358,New York,NY,2016,10,14,18,30,2016-10-14 18:30:00
50359,City of Saint Peters,MO,2016,10,14,22,0,2016-10-14 22:00:00
50360,Centerburg,OH,2016,10,14,23,45,2016-10-14 23:45:00
50361,Waterbury,CT,2016,10,15,0,0,2016-10-15 00:00:00
50362,Arvada,CO,2016,10,15,15,30,2016-10-15 15:30:00
50363,Hickory,NC,2016,10,30,21,0,2016-10-30 21:00:00
50364,Fort Lauderdale,FL,2016,10,30,21,0,2016-10-30 21:00:00
50365,Cape Canaveral,FL,2016,10,30,21,0,2016-10-30 21:00:00
50366,Athens,GA,2016,10,30,21,10,2016-10-30 21:10:00
50367,Oxnard,CA,2016,10,30,21,30,2016-10-30 21:30:00
50368,Greensboro,NC,2016,10,31,0,0,2016-10-31 00:00:00
50369,Columbia,SC,2016,10,31,0,25,2016-10-31 00:25:00
50370,Denver,CO,2016,10,21,21,0,2016-10-21 21:00:00
50371,Elizabethtown,PA,2016,10,21,22,15,2016-10-21 22:15:00
50372,Springfield,MO,2016,10,21,22,40,2016-10-21 22:40:00
50373,Cullman,AL,2016,10,21,23,30,2016-10-21 23:30:00
50374,Lakeland,FL,2016,10,22,2,32,2016-10-22 02:32:00
50375,Glendale,AZ,2016,11,10,15,30,2016-11-10 15:30:00
50376,Lester Prairie,MN,2016,11,10,17,20,2016-11-10 17:20:00
50377,Arlington,WA,2016,11,10,17,45,2016-11-10 17:45:00
50378,San Jose,CA,2016,11,10,18,0,2016-11-10 18:00:00
50379,Washington,PA,2016,11,10,18,0,2016-11-10 18:00:00
50380,Euless,TX,2016,11,10,18,40,2016-11-10 18:40:00
50381,Phoenix,AZ,2016,11,10,19,0,2016-11-10 19:00:00
50382,Kenner,LA,2016,10,1,22,0,2016-10-01 22:00:00
50383,Santa Rosa Beach,FL,2016,10,1,0,0,2016-10-01 00:00:00
50384,Eastland,TX,1990,1,1,19,0,1990-01-01 19:00:00
50385,Carrollton,VA,2002,6,14,21,0,2002-06-14 21:00:00
50386,Bloomfield,NM,2002,9,17,8,0,2002-09-17 08:00:00
50387,New York,NY,2004,8,28,1,10,2004-08-28 01:10:00
50388,Grand Junction,CO,2005,6,10,1,0,2005-06-10 01:00:00
50389,Ojo Caliente,NM,2006,9,28,13,0,2006-09-28 13:00:00
50390,Madera,CA,2010,8,20,0,0,2010-08-20 00:00:00
50391,Cincinnati,OH,2012,9,29,21,0,2012-09-29 21:00:00
50392,Brookings,SD,2016,7,23,19,0,2016-07-23 19:00:00
50393,Blythe,CA,2016,8,1,19,33,2016-08-01 19:33:00
50394,Ann Arbor,MI,2016,8,22,20,27,2016-08-22 20:27:00
50395,Houston,TX,2016,10,15,17,0,2016-10-15 17:00:00
50396,Idaho Falls,ID,2016,10,15,18,0,2016-10-15 18:00:00
50397,Greenfield,IN,2016,10,15,19,0,2016-10-15 19:00:00
50398,Aliquippa,PA,2016,10,15,19,30,2016-10-15 19:30:00
50399,Nashua,NH,2016,10,15,19,40,2016-10-15 19:40:00
50400,Anacoco,LA,2016,10,15,20,15,2016-10-15 20:15:00
50401,Tempe,AZ,2016,10,31,1,16,2016-10-31 01:16:00
50402,Delta,CO,2016,10,31,5,30,2016-10-31 05:30:00
50403,Fort Myers,FL,2016,10,31,6,35,2016-10-31 06:35:00
50404,Tuckerton,NJ,2016,10,31,15,0,2016-10-31 15:00:00
50405,Thomasville,GA,2016,10,31,17,30,2016-10-31 17:30:00
50406,Gretna,NE,2016,10,31,19,30,2016-10-31 19:30:00
50407,Charlottesville,VA,2016,10,31,22,35,2016-10-31 22:35:00
50408,Shingle Springs,CA,2016,10,22,13,50,2016-10-22 13:50:00
50409,Krum,TX,2016,10,22,14,25,2016-10-22 14:25:00
50410,Nashville,TN,2016,10,22,16,30,2016-10-22 16:30:00
50411,Derby,KS,2016,10,22,19,30,2016-10-22 19:30:00
50412,Beaver Dam,WI,2016,10,22,19,40,2016-10-22 19:40:00
50413,Glendale,AZ,2016,11,10,19,0,2016-11-10 19:00:00
50414,Phoenix,AZ,2016,11,10,19,15,2016-11-10 19:15:00
50415,Glendale,AZ,2016,11,10,19,15,2016-11-10 19:15:00
50416,Glendale,AZ,2016,11,10,19,17,2016-11-10 19:17:00
50417,Colorado Springs,CO,2016,11,10,19,35,2016-11-10 19:35:00
50418,Indianapolis,IN,2016,11,10,19,45,2016-11-10 19:45:00
50419,Lemon Grove,CA,2016,11,10,20,15,2016-11-10 20:15:00
50420,Waverly,TN,2016,10,2,0,14,2016-10-02 00:14:00
50421,Iowa City,IA,2016,10,2,0,45,2016-10-02 00:45:00
50422,Lynnwood,WA,2016,10,2,1,11,2016-10-02 01:11:00
50423,Woodruff,SC,2016,10,2,2,0,2016-10-02 02:00:00
50424,Houston,TX,2016,10,2,4,30,2016-10-02 04:30:00
50425,Washington,MD,2016,10,2,11,0,2016-10-02 11:00:00
50426,San Diego,CA,2008,1,1,1,45,2008-01-01 01:45:00
50427,Islip terrace,NY,2011,9,11,2,30,2011-09-11 02:30:00
50428,Panama City Beach,FL,2015,9,15,22,0,2015-09-15 22:00:00
50429,South Jordan,UT,2016,1,21,20,2,2016-01-21 20:02:00
50430,Irwin,PA,2016,7,24,12,0,2016-07-24 12:00:00
50431,White Sands,NM,2016,8,16,20,48,2016-08-16 20:48:00
50432,South Park Township,PA,2016,9,5,20,0,2016-09-05 20:00:00
50433,Madison,OH,2016,10,15,20,20,2016-10-15 20:20:00
50434,Florissant,MO,2016,10,15,22,0,2016-10-15 22:00:00
50435,Saint Paul,MN,2016,10,15,22,30,2016-10-15 22:30:00
50436,Nashua,NH,2016,10,15,23,0,2016-10-15 23:00:00
50437,Philadelphia,PA,2016,10,15,23,15,2016-10-15 23:15:00
50438,Encinitas,CA,2016,10,16,2,16,2016-10-16 02:16:00
50439,Tucson,AZ,2016,10,16,12,45,2016-10-16 12:45:00
50440,Mastic Beach,NY,2016,10,31,23,0,2016-10-31 23:00:00
50441,Houston,TX,2016,11,1,0,1,2016-11-01 00:01:00
50442,Albany,NY,2016,11,1,5,0,2016-11-01 05:00:00
50443,Bensalem,PA,2016,11,1,9,40,2016-11-01 09:40:00
50444,Gilroy,CA,2016,11,1,17,0,2016-11-01 17:00:00
50445,Fairhaven,MA,2016,11,1,17,49,2016-11-01 17:49:00
50446,Hemet,CA,2016,11,1,18,0,2016-11-01 18:00:00
50447,Phil Campbell,AL,2016,11,1,18,30,2016-11-01 18:30:00
50448,Alvord,TX,2016,10,22,20,0,2016-10-22 20:00:00
50449,Jacksonville,FL,2016,10,22,20,0,2016-10-22 20:00:00
50450,San Dimas,CA,2016,10,22,20,0,2016-10-22 20:00:00
50451,Winder,GA,2016,10,22,20,10,2016-10-22 20:10:00
50452,Hutchinson,MN,2016,10,22,20,45,2016-10-22 20:45:00
50453,Pickerington,OH,2016,10,22,21,0,2016-10-22 21:00:00
50454,Madison,WI,2016,10,22,21,27,2016-10-22 21:27:00
50455,Virginia Beach,VA,2016,11,10,20,40,2016-11-10 20:40:00
50456,Colby,WI,2016,11,10,21,43,2016-11-10 21:43:00
50457,Oceanside,CA,2016,11,10,23,0,2016-11-10 23:00:00
50458,Gilcrest,CO,2016,11,11,5,30,2016-11-11 05:30:00
50459,Leominster,MA,2016,11,11,7,20,2016-11-11 07:20:00
50460,Bristol,TN,2016,10,2,19,45,2016-10-02 19:45:00
50461,Des Moines,IA,2016,10,2,21,0,2016-10-02 21:00:00
50462,Sioux Falls,SD,2016,10,2,22,0,2016-10-02 22:00:00
50463,Long Beach,CA,2016,10,3,3,0,2016-10-03 03:00:00
50464,Kemp,TX,2016,8,18,0,0,2016-08-18 00:00:00
50465,Wellington,KS,2016,8,21,4,15,2016-08-21 04:15:00
50466,Angleton,TX,2016,9,2,20,35,2016-09-02 20:35:00
50467,Tampa,FL,2016,9,4,1,0,2016-09-04 01:00:00
50468,Northbrook,IL,2016,9,4,3,40,2016-09-04 03:40:00
50469,National Park,NJ,2016,9,4,23,0,2016-09-04 23:00:00
50470,Anchorage,AK,2016,9,12,1,0,2016-09-12 01:00:00
50471,Lewisville,NC,2016,9,14,2,30,2016-09-14 02:30:00
50472,Minot,ME,2016,9,16,18,40,2016-09-16 18:40:00
50473,Crandon,WI,2016,9,19,21,0,2016-09-19 21:00:00
50474,Saucier,MS,2016,9,19,22,0,2016-09-19 22:00:00
50475,Louisville,KY,2016,9,20,21,4,2016-09-20 21:04:00
50476,Lexington,SC,2016,10,16,19,0,2016-10-16 19:00:00
50477,Golden Valley,AZ,2016,10,16,19,50,2016-10-16 19:50:00
50478,Mansfield,TX,2016,10,16,21,31,2016-10-16 21:31:00
50479,Colorado Springs,CO,2016,10,17,1,36,2016-10-17 01:36:00
50480,Clearwater,FL,2016,10,17,5,45,2016-10-17 05:45:00
50481,La Habra,CA,2016,10,17,7,0,2016-10-17 07:00:00
50482,Fort Lauderdale,FL,2016,11,1,18,30,2016-11-01 18:30:00
50483,Ashburn,VA,2016,11,1,20,5,2016-11-01 20:05:00
50484,Miller Place,NY,2016,11,1,20,20,2016-11-01 20:20:00
50485,Hackensack,NJ,2016,11,1,20,20,2016-11-01 20:20:00
50486,Tarentum,PA,2016,11,1,20,25,2016-11-01 20:25:00
50487,Centerton,AR,2016,11,1,20,30,2016-11-01 20:30:00
50488,Eureka,CA,2016,11,1,22,0,2016-11-01 22:00:00
50489,Wantagh,NY,2016,11,2,17,35,2016-11-02 17:35:00
50490,Trenton,MO,2016,10,22,23,20,2016-10-22 23:20:00
50491,Philadelphia,PA,2016,10,22,23,38,2016-10-22 23:38:00
50492,Dickerson,MD,2016,10,23,6,30,2016-10-23 06:30:00
50493,Longwood,FL,2016,10,23,7,0,2016-10-23 07:00:00
50494,Honolulu,HI,2016,10,23,18,30,2016-10-23 18:30:00
50495,Louisville,MS,2016,10,23,19,45,2016-10-23 19:45:00
50496,Gulfport,MS,2016,10,23,20,35,2016-10-23 20:35:00
50497,Adairsville,GA,2016,10,3,4,0,2016-10-03 04:00:00
50498,Belchertown,MA,2016,10,3,5,0,2016-10-03 05:00:00
50499,Millington,TN,2016,10,3,7,25,2016-10-03 07:25:00
50500,Coshocton,OH,2016,10,3,14,25,2016-10-03 14:25:00
50501,Saginaw,MN,2016,10,3,17,0,2016-10-03 17:00:00
50502,Ellsworth,ME,2016,10,3,18,0,2016-10-03 18:00:00
50503,Ellsworth,ME,2016,10,3,18,0,2016-10-03 18:00:00
50504,Laurel,DE,2016,10,3,20,0,2016-10-03 20:00:00
50505,Saint George,UT,2016,9,5,22,30,2016-09-05 22:30:00
50506,Wichita,KS,2016,9,9,9,30,2016-09-09 09:30:00
50507,Albany,NY,2016,9,10,19,0,2016-09-10 19:00:00
50508,Lima,OH,2016,9,10,21,0,2016-09-10 21:00:00
50509,Los Angeles,CA,2016,9,11,14,0,2016-09-11 14:00:00
50510,Quincy,MA,2016,9,21,22,0,2016-09-21 22:00:00
50511,Woonsocket,RI,2016,9,22,19,0,2016-09-22 19:00:00
50512,Boston,MA,2016,9,22,19,40,2016-09-22 19:40:00
50513,Temecula,CA,2016,9,22,20,30,2016-09-22 20:30:00
50514,Key Biscayne,FL,2016,10,17,7,30,2016-10-17 07:30:00
50515,Loganville,GA,2016,10,17,10,35,2016-10-17 10:35:00
50516,Taylorville,IL,2016,10,17,19,0,2016-10-17 19:00:00
50517,South Orange,NJ,2016,10,17,19,0,2016-10-17 19:00:00
50518,Madison,IL,2016,10,17,19,21,2016-10-17 19:21:00
50519,Bybee,TN,2016,10,17,19,30,2016-10-17 19:30:00
50520,Winston-Salem,NC,2016,10,17,19,30,2016-10-17 19:30:00
50521,Chicago,IL,2016,10,17,19,45,2016-10-17 19:45:00
50522,Canton,OH,2016,11,2,19,0,2016-11-02 19:00:00
50523,Point Pleasant,WV,2016,11,2,19,30,2016-11-02 19:30:00
50524,Congress,AZ,2016,11,2,20,42,2016-11-02 20:42:00
50525,Huntsville,AL,2016,11,2,23,0,2016-11-02 23:00:00
50526,Newton,MA,2016,11,3,5,50,2016-11-03 05:50:00
50527,Corolla,NC,2016,11,3,7,45,2016-11-03 07:45:00
50528,Lansing,MI,2016,10,23,21,0,2016-10-23 21:00:00
50529,Kannapolis,NC,2016,10,23,21,15,2016-10-23 21:15:00
50530,Kannapolis,NC,2016,10,23,21,15,2016-10-23 21:15:00
50531,Middleburg,FL,2016,10,23,21,30,2016-10-23 21:30:00
50532,Miami,FL,2016,10,23,0,0,2016-10-23 00:00:00
50533,North Vernon,IN,2016,10,3,20,30,2016-10-03 20:30:00
50534,Carrboro,NC,2016,10,4,0,25,2016-10-04 00:25:00
50535,Branson,MO,2016,10,4,4,0,2016-10-04 04:00:00
50536,Frederica,DE,2016,10,4,20,0,2016-10-04 20:00:00
50537,Wappingers Falls,NY,2016,10,4,21,26,2016-10-04 21:26:00
50538,Hanover,MI,2016,10,4,22,16,2016-10-04 22:16:00
50539,Hilton,NY,2016,10,4,22,35,2016-10-04 22:35:00
50540,Arlington,VA,2016,9,13,10,50,2016-09-13 10:50:00
50541,Ontario,CA,2016,9,15,4,0,2016-09-15 04:00:00
50542,Knoxville,TN,2016,9,15,7,30,2016-09-15 07:30:00
50543,Gladwin,MI,2016,9,15,17,15,2016-09-15 17:15:00
50544,Augusta,GA,2016,9,15,18,0,2016-09-15 18:00:00
50545,Hingham,MA,2016,9,15,18,45,2016-09-15 18:45:00
50546,Portland,OR,2016,9,22,20,45,2016-09-22 20:45:00
50547,Morristown,TN,2016,9,22,21,10,2016-09-22 21:10:00
50548,Glenside,PA,2016,9,22,21,30,2016-09-22 21:30:00
50549,Austell,GA,2016,9,22,21,30,2016-09-22 21:30:00
50550,Santa Monica,CA,2016,9,22,22,0,2016-09-22 22:00:00
50551,Las Vegas,NV,2016,9,23,17,30,2016-09-23 17:30:00
50552,Lakewood,CO,2016,10,17,19,50,2016-10-17 19:50:00
50553,Virginia Beach,VA,2016,10,17,19,50,2016-10-17 19:50:00
50554,Orem,UT,2016,10,17,20,37,2016-10-17 20:37:00
50555,Melbourne,FL,2016,10,17,20,49,2016-10-17 20:49:00
50556,Baltimore,MD,2016,10,17,21,30,2016-10-17 21:30:00
50557,Jacksonville,AR,2016,10,17,22,0,2016-10-17 22:00:00
50558,Augusta,GA,2016,10,18,0,0,2016-10-18 00:00:00
50559,South Hadley,MA,2016,10,18,1,0,2016-10-18 01:00:00
50560,Helena,MT,2016,11,3,19,0,2016-11-03 19:00:00
50561,Hailey,ID,2016,11,3,19,30,2016-11-03 19:30:00
50562,Tulsa,OK,2016,10,18,5,35,2016-10-18 05:35:00
50563,Pollock Pines,CA,2016,11,4,5,0,2016-11-04 05:00:00
50564,Lansing,MI,2016,11,4,5,15,2016-11-04 05:15:00
50565,Woodstock,GA,2016,11,4,7,15,2016-11-04 07:15:00
50566,Franklin,WI,2016,10,24,1,0,2016-10-24 01:00:00
50567,Chicago,IL,2016,10,24,17,30,2016-10-24 17:30:00
50568,Frankfort,IL,2016,10,24,19,0,2016-10-24 19:00:00
50569,Colonial Beach,VA,2016,10,24,19,0,2016-10-24 19:00:00
50570,Bay Saint Louis,MS,2016,10,24,21,40,2016-10-24 21:40:00
50571,Chalmette,LA,2016,10,24,22,0,2016-10-24 22:00:00
50572,Port Hueneme,CA,2016,10,24,23,0,2016-10-24 23:00:00
50573,Deerfield Beach,FL,2016,10,24,23,30,2016-10-24 23:30:00
50574,Boonsboro,MD,2016,10,4,22,37,2016-10-04 22:37:00
50575,Williamsport,PA,2016,10,4,23,15,2016-10-04 23:15:00
50576,Orem,UT,2016,10,5,19,50,2016-10-05 19:50:00
50577,Destin,FL,2016,10,5,20,0,2016-10-05 20:00:00
50578,Florence,AL,2016,10,5,20,0,2016-10-05 20:00:00
50579,Port Richey,FL,2016,10,5,21,25,2016-10-05 21:25:00
50580,Ticonderoga,NY,2016,10,5,22,20,2016-10-05 22:20:00
50581,Warminster,PA,2016,9,15,19,0,2016-09-15 19:00:00
50582,Farmington,ME,2016,9,15,19,30,2016-09-15 19:30:00
50583,Baltimore,MD,2016,9,15,19,45,2016-09-15 19:45:00
50584,Menifee,CA,2016,9,15,20,30,2016-09-15 20:30:00
50585,Warren,MI,2016,9,15,20,47,2016-09-15 20:47:00
50586,Longmont,CO,2016,9,23,19,30,2016-09-23 19:30:00
50587,Lansing,MI,2016,9,23,20,19,2016-09-23 20:19:00
50588,Virginia Beach,VA,2016,9,23,20,32,2016-09-23 20:32:00
50589,Springfield,VA,2016,9,23,21,40,2016-09-23 21:40:00
50590,Indianapolis,IN,2016,9,23,22,0,2016-09-23 22:00:00
50591,Sarasota,FL,2016,9,23,22,0,2016-09-23 22:00:00
50592,Lilburn,GA,2016,9,23,22,0,2016-09-23 22:00:00
50593,Cleveland,OH,2016,9,24,0,0,2016-09-24 00:00:00
50594,Melbourne Beach,FL,2016,9,24,1,0,2016-09-24 01:00:00
50595,Edison,NJ,2016,10,18,12,20,2016-10-18 12:20:00
50596,Franklin,TN,2016,10,18,19,0,2016-10-18 19:00:00
50597,Roseville,CA,2016,10,18,19,0,2016-10-18 19:00:00
50598,Colorado Springs,CO,2016,10,18,19,0,2016-10-18 19:00:00
50599,Tornado,WV,2016,10,18,19,0,2016-10-18 19:00:00
50600,Waynesboro,VA,2016,10,18,19,30,2016-10-18 19:30:00
50601,Marion,IA,2016,10,18,21,0,2016-10-18 21:00:00
50602,Mountain Top,PA,2016,10,18,21,1,2016-10-18 21:01:00
50603,Willow Grove,PA,2016,10,25,3,0,2016-10-25 03:00:00
50604,Winston-Salem,NC,2016,10,25,7,45,2016-10-25 07:45:00
50605,Gilbert,AZ,2016,10,25,18,30,2016-10-25 18:30:00
50606,Queen Creek,AZ,2016,10,25,18,30,2016-10-25 18:30:00
50607,Chandler,AZ,2016,10,25,18,40,2016-10-25 18:40:00
50608,Globe,AZ,2016,10,25,18,40,2016-10-25 18:40:00
50609,Slate Hill,NY,2016,10,6,0,0,2016-10-06 00:00:00
50610,Grandview,WA,2016,10,6,4,0,2016-10-06 04:00:00
50611,Torrington,CT,2016,10,6,5,45,2016-10-06 05:45:00
50612,South Berwick,ME,2016,10,6,9,15,2016-10-06 09:15:00
50613,Columbus,GA,2016,10,6,14,30,2016-10-06 14:30:00
50614,Saylorsburg,PA,2016,10,6,20,0,2016-10-06 20:00:00
50615,Whitefish,MT,2016,9,15,21,15,2016-09-15 21:15:00
50616,Bear,DE,2016,9,15,21,30,2016-09-15 21:30:00
50617,Bigfork,MT,2016,9,15,21,45,2016-09-15 21:45:00
50618,Fountain Valley,CA,2016,9,24,8,0,2016-09-24 08:00:00
50619,Oakland,CA,2016,9,24,19,30,2016-09-24 19:30:00
50620,South Burlington,VT,2016,9,24,18,15,2016-09-24 18:15:00
50621,Tucson,AZ,2016,10,18,23,0,2016-10-18 23:00:00
50622,North Dartmouth,MA,2016,10,18,21,20,2016-10-18 21:20:00
50623,Wenatchee,WA,2016,10,18,23,16,2016-10-18 23:16:00
50624,Nashville,TN,2016,10,19,1,30,2016-10-19 01:30:00
50625,Ortonville,MI,2016,10,19,6,16,2016-10-19 06:16:00
50626,Everett,WA,2016,10,19,7,35,2016-10-19 07:35:00
50627,Blountville,TN,2016,10,19,10,4,2016-10-19 10:04:00
50628,Alvaton,KY,2016,10,19,15,31,2016-10-19 15:31:00
50629,San Jose,CA,2016,10,19,20,0,2016-10-19 20:00:00
50630,Florence,AZ,2016,10,25,18,40,2016-10-25 18:40:00
50631,Globe,AZ,2016,10,25,18,45,2016-10-25 18:45:00
50632,Fairbanks,AK,2016,10,25,19,45,2016-10-25 19:45:00
50633,Union,NJ,2016,10,6,21,50,2016-10-06 21:50:00
50634,Whitefish,MT,2016,10,6,21,0,2016-10-06 21:00:00
50635,Antlers,OK,2016,10,6,23,0,2016-10-06 23:00:00
50636,Columbus,OH,2016,10,6,0,0,2016-10-06 00:00:00
50637,Hyannis,MA,2016,9,15,21,55,2016-09-15 21:55:00
50638,Mountain Home,ID,2016,9,15,22,0,2016-09-15 22:00:00
50639,Canby,OR,2016,9,15,22,5,2016-09-15 22:05:00
50640,Missoula,MT,2016,9,15,22,15,2016-09-15 22:15:00
50641,Stoughton,MA,2016,9,15,22,53,2016-09-15 22:53:00
50642,Belmont,NC,2016,9,16,4,30,2016-09-16 04:30:00
50643,Marina Del Rey,CA,2016,9,16,10,15,2016-09-16 10:15:00
50644,Redding,CA,2016,9,16,14,45,2016-09-16 14:45:00
50645,Philadelphia,PA,2016,9,24,19,30,2016-09-24 19:30:00
50646,Redding,CA,2016,9,24,19,39,2016-09-24 19:39:00
50647,Fairmont,WV,2016,9,24,20,5,2016-09-24 20:05:00
50648,Buffalo,NY,2016,9,24,20,15,2016-09-24 20:15:00
50649,Tigard,OR,2016,9,24,20,45,2016-09-24 20:45:00
50650,Lancaster,PA,2016,9,24,21,0,2016-09-24 21:00:00
50651,Rawlins,WY,2016,10,19,20,30,2016-10-19 20:30:00
50652,Stow,MA,2016,10,19,20,45,2016-10-19 20:45:00
50653,Grovetown,GA,2016,10,19,22,30,2016-10-19 22:30:00
50654,Valrico,FL,2016,10,19,23,30,2016-10-19 23:30:00
50655,Bowling Green,KY,2016,10,20,3,30,2016-10-20 03:30:00
50656,Vallejo,CA,2016,10,26,14,40,2016-10-26 14:40:00
50657,Fort Worth,TX,2016,10,26,17,30,2016-10-26 17:30:00
50658,Denver,CO,2016,10,26,20,20,2016-10-26 20:20:00
50659,Schaghticoke,NY,2016,10,26,20,35,2016-10-26 20:35:00
50660,Sonoma,CA,2016,10,26,21,0,2016-10-26 21:00:00
50661,San Jose,CA,2016,10,26,21,5,2016-10-26 21:05:00
50662,Apache Junction,AZ,2016,10,26,22,15,2016-10-26 22:15:00
50663,Asheboro,NC,2016,10,27,10,0,2016-10-27 10:00:00
50664,Las Cruces,NM,2016,10,7,0,5,2016-10-07 00:05:00
50665,Long Beach,CA,2016,10,7,3,30,2016-10-07 03:30:00
50666,Meadville,PA,2016,10,7,7,0,2016-10-07 07:00:00
50667,Douglasville,GA,2016,10,7,13,0,2016-10-07 13:00:00
50668,Eureka,CA,2016,10,7,13,40,2016-10-07 13:40:00
50669,Manchester,VT,2016,10,7,19,30,2016-10-07 19:30:00
50670,Secaucus,NJ,2016,10,7,21,0,2016-10-07 21:00:00
50671,Citrus Heights,CA,2016,9,16,19,50,2016-09-16 19:50:00
50672,Baldwinsville,NY,2016,9,16,20,0,2016-09-16 20:00:00
50673,Bangor,ME,2016,9,16,20,0,2016-09-16 20:00:00
50674,Huntington Beach,CA,2016,9,16,20,30,2016-09-16 20:30:00
50675,Medford,MA,2016,9,16,20,40,2016-09-16 20:40:00
50676,Waterville,ME,2016,9,16,20,45,2016-09-16 20:45:00
50677,Macungie,PA,2016,9,24,21,0,2016-09-24 21:00:00
50678,Denver,CO,2016,9,24,21,28,2016-09-24 21:28:00
50679,Niagara Falls,NY,2016,9,24,21,30,2016-09-24 21:30:00
50680,Rutland,MA,2016,9,24,22,0,2016-09-24 22:00:00
50681,Akron,OH,2016,9,24,22,0,2016-09-24 22:00:00
50682,Cincinnati,OH,2016,9,24,22,45,2016-09-24 22:45:00
50683,Park City,UT,2016,10,20,9,0,2016-10-20 09:00:00
50684,Charlotte,NC,2016,10,20,18,30,2016-10-20 18:30:00
50685,Pinckney,MI,2016,10,20,19,0,2016-10-20 19:00:00
50686,Alma,CO,2016,10,20,19,35,2016-10-20 19:35:00
50687,Orlando,FL,2016,10,20,19,40,2016-10-20 19:40:00
50688,Playa Del Rey,CA,2016,10,20,20,0,2016-10-20 20:00:00
50689,Copperas Cove,TX,2016,10,20,20,10,2016-10-20 20:10:00
50690,Cayucos,CA,2016,10,20,20,30,2016-10-20 20:30:00
50691,Wallace,NC,2016,10,20,20,35,2016-10-20 20:35:00
50692,Stillwater,OK,2016,10,27,12,26,2016-10-27 12:26:00
50693,Gardner,MA,2016,10,7,21,45,2016-10-07 21:45:00
50694,Anchor Point,AK,2016,10,7,22,0,2016-10-07 22:00:00
50695,Crown Point,IN,2016,10,8,0,0,2016-10-08 00:00:00
50696,Renton,WA,2016,10,8,1,0,2016-10-08 01:00:00
50697,Van Buren,AR,2016,10,8,2,15,2016-10-08 02:15:00
50698,Richlands,NC,2016,9,16,21,0,2016-09-16 21:00:00
50699,Frisco,TX,2016,9,16,21,0,2016-09-16 21:00:00
50700,Sylmar,CA,2016,9,16,21,0,2016-09-16 21:00:00
50701,Long Beach,CA,2016,9,16,21,6,2016-09-16 21:06:00
50702,Lewis center,OH,2016,9,16,21,25,2016-09-16 21:25:00
50703,Cumberland,MD,2016,9,16,21,40,2016-09-16 21:40:00
50704,Aurora,IN,2016,9,16,22,30,2016-09-16 22:30:00
50705,Fenton,MI,2016,9,24,23,0,2016-09-24 23:00:00
50706,White Plains,NY,2016,9,24,23,20,2016-09-24 23:20:00
50707,Montville,OH,2016,9,24,23,50,2016-09-24 23:50:00
50708,Dayton,TX,2016,9,25,0,9,2016-09-25 00:09:00
50709,Brandywine,MD,2016,9,25,12,0,2016-09-25 12:00:00
50710,Pittsburgh,PA,2016,9,25,12,30,2016-09-25 12:30:00
50711,Hertford,NC,1997,6,1,21,0,1997-06-01 21:00:00
50712,Lake Orion,MI,2016,10,20,21,56,2016-10-20 21:56:00
50713,Fort Lupton,CO,2016,10,20,22,0,2016-10-20 22:00:00
50714,Ilwaco,WA,2016,10,21,2,0,2016-10-21 02:00:00
50715,Dover,NJ,2016,10,21,5,0,2016-10-21 05:00:00
50716,Ypsilanti,MI,2016,10,21,7,0,2016-10-21 07:00:00
50717,Leeds,AL,2015,6,9,10,0,2015-06-09 10:00:00
50718,Ridgecrest,CA,2016,8,12,23,0,2016-08-12 23:00:00
50719,Salt Lake City,UT,2016,8,19,22,0,2016-08-19 22:00:00
50720,Crandall,GA,2016,10,8,3,0,2016-10-08 03:00:00
50721,Champaign,IL,2016,10,8,11,15,2016-10-08 11:15:00
50722,Slidell,LA,2016,10,8,12,54,2016-10-08 12:54:00
50723,Darby,MT,2016,10,8,17,24,2016-10-08 17:24:00
50724,Middlefield,CT,2016,10,8,18,45,2016-10-08 18:45:00
50725,Pittsburg,CA,2016,9,16,23,33,2016-09-16 23:33:00
50726,Athens,AL,2016,9,17,0,0,2016-09-17 00:00:00
50727,Orem,UT,2016,9,17,8,45,2016-09-17 08:45:00
50728,Oklahoma City,OK,2016,9,17,9,45,2016-09-17 09:45:00
50729,Layton,UT,2016,9,17,10,0,2016-09-17 10:00:00
50730,Ridgway,CO,2016,9,17,19,0,2016-09-17 19:00:00
50731,Lahaina,HI,2016,9,17,19,0,2016-09-17 19:00:00
50732,Durango,CO,2016,9,17,19,30,2016-09-17 19:30:00
50733,Albuquerque,NM,2016,9,17,19,35,2016-09-17 19:35:00
50734,East Brunswick,NJ,2016,9,25,14,0,2016-09-25 14:00:00
50735,Cranford,NJ,2016,9,25,17,15,2016-09-25 17:15:00
50736,Wilmington,DE,2016,9,25,15,49,2016-09-25 15:49:00
50737,Roseville,CA,2016,9,25,19,47,2016-09-25 19:47:00
50738,Eugene,OR,2016,9,25,20,15,2016-09-25 20:15:00
50739,Wetumpka,AL,2016,9,25,20,30,2016-09-25 20:30:00
50740,Sacramento,CA,2014,6,1,4,0,2014-06-01 04:00:00
50741,Auburn,AL,2016,3,15,22,15,2016-03-15 22:15:00
50742,Marathon,FL,2016,7,6,23,0,2016-07-06 23:00:00
50743,La Puente,CA,2016,10,21,13,49,2016-10-21 13:49:00
50744,Kenner,LA,2016,10,1,5,30,2016-10-01 05:30:00
