,city,state,year,month,day,hour,minute,converted_timestamp
398,Starkville,MS,2006,3,29,20,55,2006-03-29 20:55:00
399,Kokomo,IN,2006,3,29,21,19,2006-03-29 21:19:00
400,Milladore,WI,2006,3,29,22,0,2006-03-29 22:00:00
401,Tallahassee,FL,2006,3,30,9,26,2006-03-30 09:26:00
402,Palmetto,FL,2006,3,30,20,30,2006-03-30 20:30:00
403,Marion,IN,2006,3,30,21,15,2006-03-30 21:15:00
404,Greenwood,IN,2006,3,31,1,10,2006-03-31 01:10:00
405,Calabasas,CA,2006,3,31,4,15,2006-03-31 04:15:00
406,Lincoln,NE,2006,3,31,20,50,2006-03-31 20:50:00
407,Fort Bragg,NC,2009,9,20,1,15,2009-09-20 01:15:00
408,Olmsted Falls,OH,1999,12,30,0,0,1999-12-30 00:00:00
409,Lincoln,NE,2006,3,31,21,10,2006-03-31 21:10:00
410,Claremore,OK,2006,3,31,22,0,2006-03-31 22:00:00
411,Sacramento,CA,2006,3,31,22,30,2006-03-31 22:30:00
412,Boston,MA,2006,4,1,0,52,2006-04-01 00:52:00
413,Tulsa,OK,2006,4,1,4,45,2006-04-01 04:45:00
414,Westminster,CO,2006,4,1,8,0,2006-04-01 08:00:00
415,Beardstown,IL,2006,4,1,19,45,2006-04-01 19:45:00
416,St Louis,MO,2006,4,1,20,20,2006-04-01 20:20:00
417,Lexington,NC,2006,4,1,21,15,2006-04-01 21:15:00
418,New Castle,PA,1969,7,1,21,0,1969-07-01 21:00:00
419,Tarboro,NC,1979,8,15,20,15,1979-08-15 20:15:00
420,Miami,FL,2006,4,1,21,25,2006-04-01 21:25:00
421,Miami,FL,2006,4,1,21,45,2006-04-01 21:45:00
422,Macomb,IL,2006,4,1,22,5,2006-04-01 22:05:00
423,San Jose,CA,2006,4,2,0,0,2006-04-02 00:00:00
424,El Cajon,CA,2006,4,2,1,0,2006-04-02 01:00:00
425,Carrollton,TX,2006,4,2,2,30,2006-04-02 02:30:00
426,Miami,FL,2006,4,2,4,0,2006-04-02 04:00:00
427,Elizabeth,NJ,2006,4,2,17,55,2006-04-02 17:55:00
428,San Bernardino,CA,2006,4,2,19,0,2006-04-02 19:00:00
429,Smithville,TX,2006,4,2,20,58,2006-04-02 20:58:00
430,Webster,MA,1981,12,25,0,0,1981-12-25 00:00:00
431,Solomon,KS,1982,8,15,21,30,1982-08-15 21:30:00
432,Garden City,MI,1983,6,15,23,0,1983-06-15 23:00:00
433,Vincent,AL,1984,10,31,22,0,1984-10-31 22:00:00
434,Hamden,CT,2006,4,2,21,0,2006-04-02 21:00:00
435,Latonia,KY,2006,4,3,12,0,2006-04-03 12:00:00
436,Winston-Salem,NC,2006,4,3,13,0,2006-04-03 13:00:00
437,Bowie,TX,2006,4,3,13,55,2006-04-03 13:55:00
438,Verona,PA,2006,4,3,14,50,2006-04-03 14:50:00
439,Bremerton,WA,2006,4,3,17,14,2006-04-03 17:14:00
440,Tidewater,OR,2006,4,3,21,20,2006-04-03 21:20:00
441,North Bend,OR,2006,4,3,21,44,2006-04-03 21:44:00
442,Ava,NY,1990,7,15,22,0,1990-07-15 22:00:00
443,Aransas Pass,TX,1998,6,1,23,0,1998-06-01 23:00:00
444,Kansas City,MO,1999,6,11,23,0,1999-06-11 23:00:00
445,San Antonio,TX,2000,3,12,4,0,2000-03-12 04:00:00
446,Blackstone,VA,2006,9,15,22,0,2006-09-15 22:00:00
447,Kirkland,WA,2007,10,10,20,0,2007-10-10 20:00:00
448,Pottsville,PA,2010,7,16,21,30,2010-07-16 21:30:00
449,Darien Center,NY,2010,8,27,1,30,2010-08-27 01:30:00
450,Loganville,GA,2006,4,4,1,44,2006-04-04 01:44:00
451,Frazier Park,CA,2006,4,4,2,0,2006-04-04 02:00:00
452,Colorado Springs,CO,2006,4,4,2,30,2006-04-04 02:30:00
453,Akron,OH,2006,4,4,3,50,2006-04-04 03:50:00
454,Oneida,TN,2011,6,23,0,20,2011-06-23 00:20:00
455,Lynn,MA,2012,6,30,13,0,2012-06-30 13:00:00
456,Huntersville,NC,2012,7,31,22,0,2012-07-31 22:00:00
457,South Bend,IN,2012,9,9,0,30,2012-09-09 00:30:00
458,Burnsville,MN,2013,4,12,20,45,2013-04-12 20:45:00
459,Gray Court,SC,2014,2,15,2,0,2014-02-15 02:00:00
460,Pickerington,OH,2014,8,1,21,0,2014-08-01 21:00:00
461,Negaunee,MI,2015,2,15,22,0,2015-02-15 22:00:00
462,Rossville,IL,2006,4,4,23,40,2006-04-04 23:40:00
463,Washington,MD,2006,4,5,0,45,2006-04-05 00:45:00
464,Erie,PA,2006,4,5,3,0,2006-04-05 03:00:00
465,Erie,PA,2006,4,5,3,15,2006-04-05 03:15:00
466,Newhall,CA,2006,4,5,6,5,2006-04-05 06:05:00
467,Shingletown,CA,2006,4,5,8,31,2006-04-05 08:31:00
468,Silverdale,WA,2006,4,5,16,46,2006-04-05 16:46:00
469,Palatka,FL,2006,4,5,20,0,2006-04-05 20:00:00
470,Riverside,CA,2016,8,12,19,15,2016-08-12 19:15:00
471,Sedona,AZ,2017,7,1,14,30,2017-07-01 14:30:00
472,Centralia,WA,2006,4,5,20,15,2006-04-05 20:15:00
473,Graham,WA,2006,4,5,22,15,2006-04-05 22:15:00
474,San Marcos,TX,2006,4,5,22,25,2006-04-05 22:25:00
475,Oklahoma City,OK,2006,4,5,22,25,2006-04-05 22:25:00
476,Sammamish,WA,2006,4,6,1,0,2006-04-06 01:00:00
477,Scottsdale,AZ,2006,4,6,1,30,2006-04-06 01:30:00
478,McCamey,TX,2006,4,6,5,50,2006-04-06 05:50:00
479,Lakeport,CA,2017,9,27,5,0,2017-09-27 05:00:00
480,Haines City,FL,2018,3,17,11,43,2018-03-17 11:43:00
481,Port Charlotte,FL,2018,4,16,22,30,2018-04-16 22:30:00
482,Apollo,PA,2018,7,27,23,30,2018-07-27 23:30:00
483,Millington,TN,2018,8,7,21,0,2018-08-07 21:00:00
484,Millington,TN,2018,8,7,21,0,2018-08-07 21:00:00
485,Danville,IL,2018,8,9,19,18,2018-08-09 19:18:00
486,Albany,NY,2018,10,10,23,38,2018-10-10 23:38:00
487,Phoenix,AZ,2006,4,6,21,33,2006-04-06 21:33:00
488,Monroe,LA,2006,4,7,0,0,2006-04-07 00:00:00
489,Nevada City,CA,2006,4,7,0,5,2006-04-07 00:05:00
490,Fresno,CA,2006,4,7,6,1,2006-04-07 06:01:00
491,Lawndale,NC,2019,3,31,5,33,2019-03-31 05:33:00
492,Philadelphia,PA,2019,4,1,13,0,2019-04-01 13:00:00
493,Richland,WA,2019,4,2,0,0,2019-04-02 00:00:00
494,Panama City Beach,FL,2019,4,30,14,0,2019-04-30 14:00:00
495,Laveen,AZ,2019,5,19,14,0,2019-05-19 14:00:00
496,Sacramento,CA,2006,4,7,6,15,2006-04-07 06:15:00
497,San Jose,CA,2006,4,7,10,25,2006-04-07 10:25:00
498,Maynardville,TN,2006,4,7,19,55,2006-04-07 19:55:00
499,Omaha,NE,2006,4,7,23,45,2006-04-07 23:45:00
500,Los Angeles,CA,2006,4,8,3,10,2006-04-08 03:10:00
501,Fort Collins,CO,2006,4,8,11,5,2006-04-08 11:05:00
502,Hampton,CT,2019,5,28,23,30,2019-05-28 23:30:00
503,Hampton,CT,2019,5,28,23,30,2019-05-28 23:30:00
504,Phoenix,AZ,2019,5,29,9,20,2019-05-29 09:20:00
505,Indian Trail,NC,2019,6,1,20,30,2019-06-01 20:30:00
506,Pottsville,PA,2019,6,16,21,15,2019-06-16 21:15:00
507,Hixton,WI,2019,6,20,21,38,2019-06-20 21:38:00
508,Mesick,MI,2019,6,21,16,0,2019-06-21 16:00:00
509,Danville,IL,2019,6,24,23,0,2019-06-24 23:00:00
510,Nesquehoning,PA,2019,6,26,20,30,2019-06-26 20:30:00
511,Fort Collins,CO,2006,4,8,11,5,2006-04-08 11:05:00
512,Beardstown,IL,2006,4,8,11,15,2006-04-08 11:15:00
513,Pecos,NM,2006,4,8,12,30,2006-04-08 12:30:00
514,Santa Clarita,CA,2006,4,8,15,40,2006-04-08 15:40:00
515,Oley,PA,2006,4,8,22,30,2006-04-08 22:30:00
516,Sanbornton,NH,2006,4,8,22,43,2006-04-08 22:43:00
517,Augusta,GA,2006,4,8,23,0,2006-04-08 23:00:00
518,Mira Loma,CA,2006,4,9,9,0,2006-04-09 09:00:00
519,Corte Madera,CA,2019,6,27,21,0,2019-06-27 21:00:00
520,Kannapolis,NC,2019,6,28,0,0,2019-06-28 00:00:00
521,Oak Island,NC,2019,6,30,8,0,2019-06-30 08:00:00
522,York,PA,2019,7,1,21,0,2019-07-01 21:00:00
523,Westport,WA,2019,7,4,22,0,2019-07-04 22:00:00
524,Ocean City,MD,2019,7,5,21,30,2019-07-05 21:30:00
525,Philadelphia,PA,2006,4,9,14,36,2006-04-09 14:36:00
526,Quapaw,OK,2006,4,9,15,30,2006-04-09 15:30:00
527,Little Rock,AR,2006,4,9,21,0,2006-04-09 21:00:00
528,Mandeville,LA,2006,4,9,22,0,2006-04-09 22:00:00
529,Wauseon,OH,2006,4,10,10,45,2006-04-10 10:45:00
530,Burnsville,MN,2006,4,10,13,45,2006-04-10 13:45:00
531,Stephenville,TX,2019,7,10,18,0,2019-07-10 18:00:00
532,Elgin,IL,2019,7,10,20,33,2019-07-10 20:33:00
533,Chicopee,MA,2019,7,11,17,0,2019-07-11 17:00:00
534,Salt Lake City,UT,2019,7,15,1,0,2019-07-15 01:00:00
535,Eufaula,OK,2019,7,17,9,30,2019-07-17 09:30:00
536,Greenbush,MI,2019,7,20,0,0,2019-07-20 00:00:00
537,Orlando,FL,2006,4,11,6,50,2006-04-11 06:50:00
538,Augusta,GA,2006,4,11,20,40,2006-04-11 20:40:00
539,Flint,MI,2006,4,11,21,15,2006-04-11 21:15:00
540,Malibu,CA,2006,4,11,23,30,2006-04-11 23:30:00
541,Huntington Park,CA,2006,4,12,0,0,2006-04-12 00:00:00
542,Golden,CO,2006,4,12,13,51,2006-04-12 13:51:00
543,Pensacola,FL,2006,4,12,21,0,2006-04-12 21:00:00
544,Arlington,TX,2006,4,12,22,15,2006-04-12 22:15:00
545,Orlando,FL,2006,4,13,9,30,2006-04-13 09:30:00
546,Arlee,MT,2019,7,20,1,0,2019-07-20 01:00:00
547,Ann Arbor,MI,2019,7,20,21,29,2019-07-20 21:29:00
548,Ann Arbor,MI,2019,7,20,21,29,2019-07-20 21:29:00
549,Bozeman,MT,2019,7,20,0,0,2019-07-20 00:00:00
550,Rio Rancho,NM,2019,7,21,16,30,2019-07-21 16:30:00
551,Nutley,NJ,2019,7,22,20,35,2019-07-22 20:35:00
552,Albuquerque,NM,2019,7,22,21,15,2019-07-22 21:15:00
553,Mercer,PA,2006,4,13,14,0,2006-04-13 14:00:00
554,Denver,CO,2006,4,13,20,30,2006-04-13 20:30:00
555,Wise,VA,2006,4,13,21,15,2006-04-13 21:15:00
556,Fort Worth,TX,2006,4,13,22,0,2006-04-13 22:00:00
557,Jamestown,NY,2006,4,13,22,0,2006-04-13 22:00:00
558,New York,NY,2006,4,14,0,40,2006-04-14 00:40:00
559,Bakersfield,CA,2019,7,23,3,30,2019-07-23 03:30:00
560,Loon Lake,WA,2019,7,23,21,20,2019-07-23 21:20:00
561,Naperville,IL,2006,4,14,19,15,2006-04-14 19:15:00
562,El Paso,TX,2006,4,14,19,22,2006-04-14 19:22:00
563,La Quinta,CA,2006,4,14,20,0,2006-04-14 20:00:00
564,Denver,CO,2006,4,15,2,0,2006-04-15 02:00:00
565,Berwick,LA,2006,4,15,7,0,2006-04-15 07:00:00
566,Vermilion,OH,2006,4,15,20,27,2006-04-15 20:27:00
567,Pensacola,FL,2006,4,15,21,0,2006-04-15 21:00:00
568,Kirtland,NM,2006,4,15,21,9,2006-04-15 21:09:00
569,Westport,CT,2019,7,24,18,0,2019-07-24 18:00:00
570,Newton,NJ,2019,7,24,21,30,2019-07-24 21:30:00
571,Plymouth,CT,2019,7,24,23,0,2019-07-24 23:00:00
572,New York,NY,2019,7,24,23,0,2019-07-24 23:00:00
573,Tukwila,WA,2019,7,24,23,2,2019-07-24 23:02:00
574,Happy Valley,OR,2019,7,24,23,30,2019-07-24 23:30:00
575,Little Rock,AR,2006,4,16,19,0,2006-04-16 19:00:00
576,Seattle,WA,2006,4,16,19,40,2006-04-16 19:40:00
577,Round Rock,TX,2019,7,25,0,0,2019-07-25 00:00:00
578,Raleigh,NC,2019,7,25,9,0,2019-07-25 09:00:00
579,Warwick,RI,2019,7,25,11,30,2019-07-25 11:30:00
580,Sugar Land,TX,2019,7,25,13,45,2019-07-25 13:45:00
581,Decatur,TX,2019,7,25,17,30,2019-07-25 17:30:00
582,Marion,NC,2019,7,25,19,0,2019-07-25 19:00:00
583,Exeter,NE,2006,4,16,20,5,2006-04-16 20:05:00
584,Jackson,MI,2006,4,16,22,35,2006-04-16 22:35:00
585,Columbus,IN,2006,4,17,17,45,2006-04-17 17:45:00
586,Satellite Beach,FL,2006,4,17,19,30,2006-04-17 19:30:00
587,Houston,TX,2006,4,17,21,15,2006-04-17 21:15:00
588,Lancaster,PA,2019,7,25,22,0,2019-07-25 22:00:00
589,Delanson,NY,2019,7,25,22,35,2019-07-25 22:35:00
590,New York,NY,2019,7,25,23,20,2019-07-25 23:20:00
591,Spokane,WA,2019,7,26,1,0,2019-07-26 01:00:00
592,Saint Francis,SD,2019,7,26,2,0,2019-07-26 02:00:00
593,Port Saint Lucie,FL,2019,7,26,2,15,2019-07-26 02:15:00
594,Morgan,PA,2006,4,17,22,25,2006-04-17 22:25:00
595,Hartford,CT,2006,4,17,22,31,2006-04-17 22:31:00
596,West Fargo,ND,2006,4,17,23,0,2006-04-17 23:00:00
597,Eureka,CA,2006,4,18,10,38,2006-04-18 10:38:00
598,Alexandria,VA,2006,4,18,14,30,2006-04-18 14:30:00
599,Boyertown,PA,2006,4,18,14,36,2006-04-18 14:36:00
600,Budd Lake,NJ,2006,4,18,22,0,2006-04-18 22:00:00
601,Crockett,CA,2006,4,18,22,10,2006-04-18 22:10:00
602,Odum,GA,2019,7,26,2,30,2019-07-26 02:30:00
603,Nantucket,MA,2019,7,26,20,0,2019-07-26 20:00:00
604,Philipsburg,PA,2019,7,26,21,0,2019-07-26 21:00:00
605,Bentonville,AR,2019,7,26,21,30,2019-07-26 21:30:00
606,Aitkin,MN,2019,7,26,22,0,2019-07-26 22:00:00
607,Crystal Lake,IL,2019,7,26,22,12,2019-07-26 22:12:00
608,Alexandria,VA,2019,7,26,22,57,2019-07-26 22:57:00
609,Poulsbo,WA,2019,7,26,23,18,2019-07-26 23:18:00
610,Ottawa,IL,2006,4,19,0,30,2006-04-19 00:30:00
611,Las Vegas,NV,2006,4,19,2,30,2006-04-19 02:30:00
612,Maysville,NC,2006,4,19,8,30,2006-04-19 08:30:00
613,Morrison,TN,2006,4,19,19,15,2006-04-19 19:15:00
614,Washington Court House,OH,2006,4,19,20,10,2006-04-19 20:10:00
615,Washington Court House,OH,2006,4,19,20,10,2006-04-19 20:10:00
616,Kansas City,MO,2006,4,19,21,15,2006-04-19 21:15:00
617,Claremore,OK,2006,4,19,21,30,2006-04-19 21:30:00
618,Peru,IN,2006,4,19,22,0,2006-04-19 22:00:00
619,Elk Grove,CA,2019,7,26,23,59,2019-07-26 23:59:00
620,Crystal Lake,IL,2019,7,27,0,13,2019-07-27 00:13:00
621,Spokane,WA,2019,7,27,1,0,2019-07-27 01:00:00
622,North Charleston,SC,2019,7,27,2,27,2019-07-27 02:27:00
623,Bonne Terre,MO,2019,7,27,3,0,2019-07-27 03:00:00
624,Portland,IN,2019,7,27,21,25,2019-07-27 21:25:00
625,Gurnee,IL,2019,7,27,21,26,2019-07-27 21:26:00
626,Largo,FL,2019,7,27,21,40,2019-07-27 21:40:00
627,El Dorado Hills,CA,2019,7,27,22,30,2019-07-27 22:30:00
628,Bridgewater,VT,2019,7,27,22,40,2019-07-27 22:40:00
629,Silver Spring,MD,2006,4,20,9,10,2006-04-20 09:10:00
630,West Lafayette,IN,2006,4,20,10,0,2006-04-20 10:00:00
631,Maricopa,AZ,2006,4,20,19,43,2006-04-20 19:43:00
632,Newaygo,MI,2006,4,20,22,0,2006-04-20 22:00:00
633,Rochester,MN,2006,4,20,22,5,2006-04-20 22:05:00
634,Knoxville,TN,2006,4,20,22,40,2006-04-20 22:40:00
635,Austin,TX,2006,4,21,2,0,2006-04-21 02:00:00
636,Michigan City,IN,2006,4,21,21,0,2006-04-21 21:00:00
637,Burneyville,OK,2006,4,21,21,10,2006-04-21 21:10:00
638,Albuquerque,NM,2006,4,21,21,40,2006-04-21 21:40:00
639,Bellevue,OH,2019,7,27,22,40,2019-07-27 22:40:00
640,Levittown,NY,2019,7,27,23,30,2019-07-27 23:30:00
641,Stigler,OK,2019,7,27,23,55,2019-07-27 23:55:00
642,Cedar Lake,IN,2019,7,27,0,0,2019-07-27 00:00:00
643,Waianae,HI,2019,7,28,0,0,2019-07-28 00:00:00
644,Freeport,IL,2019,7,28,0,20,2019-07-28 00:20:00
645,Bayonne,NJ,2019,7,28,1,10,2019-07-28 01:10:00
646,Foster,RI,2019,7,28,1,15,2019-07-28 01:15:00
647,Fargo,ND,2019,7,28,1,30,2019-07-28 01:30:00
648,Destin,FL,2019,7,28,2,30,2019-07-28 02:30:00
649,Richmond,IN,2019,7,28,5,0,2019-07-28 05:00:00
650,Hanover,MD,2006,4,22,17,0,2006-04-22 17:00:00
651,Norwalk,CA,2006,4,22,20,30,2006-04-22 20:30:00
652,Whittier,CA,2006,4,22,20,30,2006-04-22 20:30:00
653,Springfield,OR,2006,4,22,21,35,2006-04-22 21:35:00
654,Anna,TX,2006,4,22,21,40,2006-04-22 21:40:00
655,Clarksville,IN,2006,4,22,21,45,2006-04-22 21:45:00
656,Slater,MO,2006,4,22,22,0,2006-04-22 22:00:00
657,Renton,WA,2006,4,22,22,10,2006-04-22 22:10:00
658,Pismo Beach,CA,2006,4,22,23,30,2006-04-22 23:30:00
659,Richmond,IN,2019,7,28,5,0,2019-07-28 05:00:00
660,Newark,OH,2019,7,28,10,54,2019-07-28 10:54:00
661,Richmond,VA,2019,7,28,11,20,2019-07-28 11:20:00
662,Orlando,FL,2019,7,28,15,30,2019-07-28 15:30:00
663,Grass Valley,CA,2019,7,28,16,43,2019-07-28 16:43:00
664,Myrtle Beach,SC,2019,7,28,20,0,2019-07-28 20:00:00
665,Tempe,AZ,2019,7,28,21,0,2019-07-28 21:00:00
666,Portland,IN,2019,7,28,21,28,2019-07-28 21:28:00
667,Fallbrook,CA,2006,4,23,2,0,2006-04-23 02:00:00
668,Ogden,UT,2006,4,23,5,30,2006-04-23 05:30:00
669,Bluefield,WV,2006,4,23,11,45,2006-04-23 11:45:00
670,San Diego,CA,2006,4,23,20,30,2006-04-23 20:30:00
671,Waynesboro,PA,2006,4,23,21,15,2006-04-23 21:15:00
672,Midland,TX,2006,4,23,21,15,2006-04-23 21:15:00
673,Bremerton,WA,2006,4,23,21,30,2006-04-23 21:30:00
674,Roseburg,OR,2006,4,23,22,0,2006-04-23 22:00:00
675,Dallesport,WA,2006,4,24,0,36,2006-04-24 00:36:00
676,Fort Lee,NJ,2019,7,28,22,0,2019-07-28 22:00:00
677,Rawlins,WY,2019,7,28,22,30,2019-07-28 22:30:00
678,Clinton,TN,2019,7,28,23,0,2019-07-28 23:00:00
679,Lake Stevens,WA,2019,7,28,23,5,2019-07-28 23:05:00
680,Midlothian,VA,2019,7,28,23,30,2019-07-28 23:30:00
681,Corona,CA,2019,7,28,23,45,2019-07-28 23:45:00
682,Rio Rancho,NM,2019,7,29,0,0,2019-07-29 00:00:00
683,Puyallup,WA,2019,7,29,0,15,2019-07-29 00:15:00
684,Salina,UT,2019,7,29,3,30,2019-07-29 03:30:00
685,Sterling Heights,MI,2006,4,24,2,0,2006-04-24 02:00:00
686,Yakima,WA,2006,4,24,23,15,2006-04-24 23:15:00
687,Mukilteo,WA,2006,4,25,9,30,2006-04-25 09:30:00
688,Wickenburg,AZ,2006,4,25,9,55,2006-04-25 09:55:00
689,Watsonville,CA,2019,7,29,10,30,2019-07-29 10:30:00
690,Palm Desert,CA,2019,7,29,12,0,2019-07-29 12:00:00
691,Orlando,FL,2019,7,29,20,0,2019-07-29 20:00:00
692,Charleston,SC,2019,7,29,22,0,2019-07-29 22:00:00
693,Crestview,FL,2019,7,29,22,15,2019-07-29 22:15:00
694,Folsom,CA,2019,7,30,0,0,2019-07-30 00:00:00
695,Southlake,TX,2019,7,30,0,1,2019-07-30 00:01:00
696,Southlake,TX,2019,7,30,0,1,2019-07-30 00:01:00
697,Portland,OR,2006,4,25,23,20,2006-04-25 23:20:00
698,Mineola,TX,2006,4,26,22,0,2006-04-26 22:00:00
699,Ishpeming,MI,2006,4,26,22,50,2006-04-26 22:50:00
700,Naples,FL,2006,4,27,5,30,2006-04-27 05:30:00
701,Portland,OR,2006,4,27,13,0,2006-04-27 13:00:00
702,Santa Maria,CA,2006,4,27,16,30,2006-04-27 16:30:00
703,Williamsburg,VA,2006,4,27,21,30,2006-04-27 21:30:00
704,Riverton,IL,2006,4,28,12,0,2006-04-28 12:00:00
705,South Shore,KY,2006,4,28,18,0,2006-04-28 18:00:00
706,Sharon,PA,2019,7,30,0,4,2019-07-30 00:04:00
707,Middleboro,MA,2019,7,30,3,0,2019-07-30 03:00:00
708,Middleboro,MA,2019,7,30,3,0,2019-07-30 03:00:00
709,Newport,TN,2019,7,30,5,40,2019-07-30 05:40:00
710,Newport,TN,2019,7,30,5,40,2019-07-30 05:40:00
711,Victorville,CA,2019,7,30,19,56,2019-07-30 19:56:00
712,Salem,OR,2006,4,28,19,0,2006-04-28 19:00:00
713,Reno,NV,2006,4,28,21,35,2006-04-28 21:35:00
714,Jericho,VT,2006,4,28,22,0,2006-04-28 22:00:00
715,East Brunswick,NJ,2006,4,28,22,55,2006-04-28 22:55:00
716,Portland,OR,2006,4,29,0,2,2006-04-29 00:02:00
717,College Place,WA,2006,4,29,0,30,2006-04-29 00:30:00
718,Boise,ID,2006,4,29,1,0,2006-04-29 01:00:00
719,Vancouver,WA,2006,4,29,13,55,2006-04-29 13:55:00
720,New York,NY,2006,4,29,19,30,2006-04-29 19:30:00
721,Climax Springs,MO,2019,7,30,21,35,2019-07-30 21:35:00
722,Crow Agency,MT,2019,7,30,21,45,2019-07-30 21:45:00
723,Farmington,ME,2019,7,30,22,0,2019-07-30 22:00:00
724,Folly Beach,SC,2019,7,30,22,0,2019-07-30 22:00:00
725,Isle of Palms,SC,2019,7,30,22,0,2019-07-30 22:00:00
726,Albuquerque,NM,2019,7,30,22,30,2019-07-30 22:30:00
727,Folly Beach,SC,2019,7,30,22,30,2019-07-30 22:30:00
728,Albuquerque,NM,2019,7,30,22,30,2019-07-30 22:30:00
729,Sicklerville,NJ,2019,7,30,22,55,2019-07-30 22:55:00
730,Shelby,MI,2019,7,30,23,0,2019-07-30 23:00:00
731,Idaho Falls,ID,2006,4,29,22,13,2006-04-29 22:13:00
732,Jackson,CA,2006,4,29,22,20,2006-04-29 22:20:00
733,Portland,OR,2006,4,29,23,30,2006-04-29 23:30:00
734,Portland,OR,2006,4,29,23,40,2006-04-29 23:40:00
735,Portland,OR,2006,4,29,23,50,2006-04-29 23:50:00
736,Portland,OR,2006,4,29,23,50,2006-04-29 23:50:00
737,Portland,OR,2006,4,29,23,50,2006-04-29 23:50:00
738,Portland,OR,2006,4,29,23,54,2006-04-29 23:54:00
739,Portland,OR,2006,4,29,23,55,2006-04-29 23:55:00
740,Fernandina Beach,FL,2019,7,31,1,0,2019-07-31 01:00:00
741,Lakeville,MN,2019,7,31,7,39,2019-07-31 07:39:00
742,Millbrook,NY,2019,7,31,9,40,2019-07-31 09:40:00
743,Los Angeles,CA,2019,7,31,18,30,2019-07-31 18:30:00
744,Astoria,NY,2019,7,31,20,15,2019-07-31 20:15:00
745,Chattanooga,TN,2019,7,31,21,0,2019-07-31 21:00:00
746,Shreveport,LA,2019,7,31,21,0,2019-07-31 21:00:00
747,Phoenix,AZ,2006,4,30,0,11,2006-04-30 00:11:00
748,Walla Walla,WA,2006,4,30,0,15,2006-04-30 00:15:00
749,Yakima,WA,2006,4,30,21,25,2006-04-30 21:25:00
750,Orange,TX,2006,4,30,22,15,2006-04-30 22:15:00
751,Euless,TX,2006,4,30,22,25,2006-04-30 22:25:00
752,Manson,WA,2019,7,31,21,52,2019-07-31 21:52:00
753,Portland,IN,2019,7,31,22,15,2019-07-31 22:15:00
754,Oologah,OK,2019,7,31,22,25,2019-07-31 22:25:00
755,Los Angeles,CA,2019,8,1,0,3,2019-08-01 00:03:00
756,Roseville,CA,2006,4,30,22,40,2006-04-30 22:40:00
757,Dana,IN,2006,4,30,23,30,2006-04-30 23:30:00
758,Kingsville,MO,2006,5,1,0,0,2006-05-01 00:00:00
759,Las Vegas,NV,2006,5,1,14,30,2006-05-01 14:30:00
760,Cartwright,OK,2006,5,1,21,0,2006-05-01 21:00:00
761,Carthage,NY,2006,5,1,21,20,2006-05-01 21:20:00
762,Wilmington,DE,2006,5,1,22,0,2006-05-01 22:00:00
763,Canton,IL,2006,5,1,22,15,2006-05-01 22:15:00
764,New Johnsonville,TN,2019,8,1,4,45,2019-08-01 04:45:00
765,Saint Peter,MN,2019,8,1,11,30,2019-08-01 11:30:00
766,Great Falls,MT,2019,8,1,12,39,2019-08-01 12:39:00
767,South Haven,MI,2019,8,1,13,0,2019-08-01 13:00:00
768,Pensacola,FL,2019,8,1,21,0,2019-08-01 21:00:00
769,Ashland,OR,2019,8,1,21,30,2019-08-01 21:30:00
770,Hattieville,AR,2019,8,1,22,0,2019-08-01 22:00:00
771,San Diego,CA,2019,8,1,22,10,2019-08-01 22:10:00
772,Omaha,NE,2006,5,2,1,0,2006-05-02 01:00:00
773,San Jose,CA,2006,5,2,1,30,2006-05-02 01:30:00
774,Redmond,WA,2006,5,2,21,25,2006-05-02 21:25:00
775,Fort Myers,FL,2006,5,3,18,35,2006-05-03 18:35:00
776,Hollywood,FL,2006,5,3,21,0,2006-05-03 21:00:00
777,Franklin,IN,2006,5,3,22,35,2006-05-03 22:35:00
778,Wausau,WI,2006,5,4,0,0,2006-05-04 00:00:00
779,Dexter,MI,2019,8,1,22,40,2019-08-01 22:40:00
780,Gouldsboro,PA,2019,8,1,22,45,2019-08-01 22:45:00
781,Wayne,NJ,2019,8,1,23,0,2019-08-01 23:00:00
782,Bar Harbor,ME,2019,8,2,2,0,2019-08-02 02:00:00
783,Boise,ID,2019,8,2,3,40,2019-08-02 03:40:00
784,Holiday,FL,2019,8,2,7,45,2019-08-02 07:45:00
785,Deerfield Beach,FL,2006,5,4,6,0,2006-05-04 06:00:00
786,Glendale,AZ,2006,5,4,16,0,2006-05-04 16:00:00
787,Port Charlotte,FL,2006,5,4,20,30,2006-05-04 20:30:00
788,Scottsdale,AZ,2006,5,4,20,52,2006-05-04 20:52:00
789,San Leandro,CA,2006,5,4,21,10,2006-05-04 21:10:00
790,El Paso,TX,2006,5,4,22,10,2006-05-04 22:10:00
791,Pomona,CA,2006,5,5,20,15,2006-05-05 20:15:00
792,Orlando,FL,2006,5,6,1,0,2006-05-06 01:00:00
793,Corte Madera,CA,2001,5,15,23,0,2001-05-15 23:00:00
794,Williamsport,PA,2019,6,2,22,0,2019-06-02 22:00:00
795,Medford,OR,1971,7,14,1,0,1971-07-14 01:00:00
796,Birmingham,AL,1976,5,1,17,30,1976-05-01 17:30:00
797,Bucyrus,OH,1976,7,15,22,0,1976-07-15 22:00:00
798,Saint Paul,MN,2019,8,2,20,58,2019-08-02 20:58:00
799,Oshkosh,WI,2019,8,2,21,0,2019-08-02 21:00:00
